Hoell, Larsson et al: Supplementary Dataset 2;;;;;;;;;;
;;;;;;;;;;
Transcripts: All transcripts annotated to this gene in RefSeq;;;;;;;;;;
Gene size: Base pairs from 5'-most transcript start to 3'-most transcript end;;;;;;;;;;
CCs: Crosslinked clusters (binding sites) with >= 10 reads and 25% T-to-C changes;;;;;;;;;;
Features: Number of binding sites in introns|5'UTR|CDS|3'UTR|non-coding transcript|ambigous;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
Gene;Transcripts;Gene size;FUS CCs;Features;EWSR1 CCs;Features;TAF15 CCs;Features;Mutant FUS CCs;Features
GCLM;NM_002061;22423;3;0|0|1|2|0|0;3;1|0|1|1|0|0;2;1|0|1|0|0|0;6;0|0|1|5|0|0
GCN1L1;NM_006836;67500;0;0|0|0|0|0|0;2;0|0|1|1|0|0;0;0|0|0|0|0|0;2;0|0|1|1|0|0
GCNT1;NM_001097634,NM_001490,NM_001097636,NM_001097635,NM_001097633;65751;1;0|0|0|1|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
GDAP1;NM_018972,NM_001040875;16718;2;1|0|0|1|0|0;1;0|0|0|1|0|0;1;0|0|0|1|0|0;2;0|0|0|2|0|0
GDAP2;NM_001135589,NM_017686;66196;6;3|0|0|2|0|1;7;3|0|0|4|0|0;2;2|0|0|0|0|0;3;0|0|1|2|0|0
GDE1;NM_016641;20436;3;1|0|0|2|0|0;2;0|0|0|2|0|0;1;0|0|0|1|0|0;5;0|0|1|4|0|0
GDI2;NM_001494,NM_001115156;48327;4;4|0|0|0|0|0;1;0|1|0|0|0|0;2;2|0|0|0|0|0;5;1|1|1|2|0|0
GDPD1;NM_001165994,NM_182569,NM_001165993;55503;2;0|0|1|0|0|1;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
GEMIN4;NM_015721;7841;0;0|0|0|0|0|0;1;0|0|0|1|0|0;1;0|0|0|1|0|0;1;0|0|0|1|0|0
GEMIN6;NM_024775;3780;0;0|0|0|0|0|0;0;0|0|0|0|0|0;1;0|0|0|1|0|0;0;0|0|0|0|0|0
GEMIN8;NM_001042479,NM_001042480,NM_017856;23191;0;0|0|0|0|0|0;0;0|0|0|0|0|0;2;2|0|0|0|0|0;0;0|0|0|0|0|0
GEN1;NM_001130009,NM_182625;31456;7;6|0|0|1|0|0;0;0|0|0|0|0|0;1;1|0|0|0|0|0;0;0|0|0|0|0|0
GET4;NM_015949;19881;1;1|0|0|0|0|0;1;1|0|0|0|0|0;0;0|0|0|0|0|0;1;0|0|0|1|0|0
GFM1;NM_024996;48044;2;2|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;1;0|0|0|1|0|0
GFOD1;NM_018988;123969;2;1|0|0|1|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
GFPT1;NM_002056;67478;1;0|0|0|1|0|0;2;1|0|0|1|0|0;0;0|0|0|0|0|0;7;0|0|1|6|0|0
GFPT2;NM_005110;52616;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
GFRA1;NM_145793,NM_005264,NM_001145453;216685;2;1|0|0|1|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
GFRA3;NM_001496;22185;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
GGA2;NM_015044;46953;2;1|0|0|1|0|0;0;0|0|0|0|0|0;1;0|0|0|1|0|0;1;0|0|0|1|0|0
GGA3;NM_014001,NR_033345,NM_138619,NM_001172703,NM_001172704;25751;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;2;0|0|0|0|0|2
GGCT;NM_024051;8216;0;0|0|0|0|0|0;0;0|0|0|0|0|0;1;1|0|0|0|0|0;1;0|0|0|1|0|0
GGH;NM_003878;23972;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
GGNBP2;NM_024835;45540;0;0|0|0|0|0|0;3;2|0|1|0|0|0;2;1|0|0|1|0|0;2;1|0|1|0|0|0
GGPS1;NM_001037277,NM_004837,NR_036605;16092;3;2|0|0|0|0|1;4;2|0|0|0|0|2;3;2|0|0|0|0|1;7;2|0|0|0|0|5
GHITM;NM_014394;14127;2;0|0|0|2|0|0;1;0|0|0|1|0|0;3;0|0|0|3|0|0;3;0|0|0|3|0|0
GIGYF2;NM_001103147,NM_001103148,NM_015575,NM_001103146;163273;14;12|1|0|1|0|0;5;2|1|0|2|0|0;6;5|1|0|0|0|0;5;2|1|0|2|0|0
GIN1;NM_017676;34139;5;4|0|0|1|0|0;0;0|0|0|0|0|0;1;0|0|0|1|0|0;0;0|0|0|0|0|0
GINS1;NM_021067;40869;4;4|0|0|0|0|0;3;2|0|0|1|0|0;3;1|0|0|2|0|0;8;0|0|1|7|0|0
GINS2;NM_016095;11309;1;0|0|0|1|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
GINS4;NM_032336;15841;1;1|0|0|0|0|0;0;0|0|0|0|0|0;1;0|0|0|1|0|0;0;0|0|0|0|0|0
GIT2;NM_001135213,NM_057169,NM_057170,NM_014776,NM_001135214,NM_139201;66588;3;2|0|0|1|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
GJA1;NM_000165;14129;0;0|0|0|0|0|0;0;0|0|0|0|0|0;1;0|0|0|1|0|0;2;0|0|0|2|0|0
GJA3;NM_021954;22789;0;0|0|0|0|0|0;1;0|0|0|1|0|0;0;0|0|0|0|0|0;1;0|0|0|1|0|0
GJB2;NM_004004;5511;1;0|0|0|1|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
GJC1;NM_005497,NM_001080383;32364;5;2|1|1|1|0|0;2;0|1|0|1|0|0;2;0|2|0|0|0|0;1;0|1|0|0|0|0
GK;NM_000167,NM_001128127,NM_203391;77250;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
GK5;NM_001039547,NR_033289;68081;2;2|0|0|0|0|0;5;1|0|0|0|0|4;0;0|0|0|0|0|0;0;0|0|0|0|0|0
GLB1;NM_001135602,NM_000404,NM_001079811;100595;2;2|0|0|0|0|0;3;3|0|0|0|0|0;0;0|0|0|0|0|0;2;2|0|0|0|0|0
GLCCI1;NM_138426;120287;2;1|0|0|1|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
GLCE;NM_015554;111572;9;8|0|0|1|0|0;3;2|0|0|1|0|0;0;0|0|0|0|0|0;2;0|0|0|2|0|0
GLDC;NM_000170;113229;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
GLG1;NM_001145666,NM_012201,NR_027264,NM_001145667,NR_027265;159717;2;2|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
GLI2;NM_005270;195363;2;2|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
GLI3;NM_000168;276071;14;14|0|0|0|0|0;2;2|0|0|0|0|0;1;1|0|0|0|0|0;1;1|0|0|0|0|0
GLIPR2;NM_022343;27162;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;1;0|0|0|1|0|0
GLIS1;NM_147193;227972;2;2|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
GLIS3;NM_001042413,NM_152629;475908;5;5|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
GLMN;NM_053274;52612;2;2|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
GLO1;NM_006708;27251;4;1|0|0|3|0|0;5;1|0|0|4|0|0;6;1|0|0|5|0|0;7;0|1|0|6|0|0
GLRB;NM_001166061,NM_000824,NM_001166060;95966;4;4|0|0|0|0|0;1;1|0|0|0|0|0;1;1|0|0|0|0|0;0;0|0|0|0|0|0
GLRX3;NM_006541;43208;9;9|0|0|0|0|0;0;0|0|0|0|0|0;3;3|0|0|0|0|0;1;0|0|1|0|0|0
GLRX5;NM_016417;9733;4;2|0|0|2|0|0;1;0|0|0|1|0|0;0;0|0|0|0|0|0;2;0|0|0|2|0|0
GLS;NM_014905;84230;10;9|0|1|0|0|0;4;3|0|1|0|0|0;3;3|0|0|0|0|0;10;9|0|1|0|0|0
GLT25D1;NM_024656;27455;2;0|0|0|2|0|0;0;0|0|0|0|0|0;2;0|0|0|2|0|0;2;0|0|0|2|0|0
GLT25D2;NM_015101;101898;2;2|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
GLT8D2;NM_031302;61151;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
GLTP;NM_016433;29546;2;2|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
GLTSCR2;NM_015710;11531;1;1|0|0|0|0|0;0;0|0|0|0|0|0;1;0|0|0|1|0|0;1;0|0|0|1|0|0
GLUD1;NM_005271;44818;2;2|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;1;0|0|0|1|0|0
GLUL;NM_001033056,NM_002065,NM_001033044;10503;1;1|0|0|0|0|0;1;0|0|0|1|0|0;1;0|0|0|1|0|0;2;0|1|0|1|0|0
GLYR1;NM_032569;44100;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
GM2A;NM_001167607,NM_000405;17341;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;1;0|0|0|1|0|0
GMCL1;NM_178439;49910;1;1|0|0|0|0|0;1;0|0|1|0|0|0;0;0|0|0|0|0|0;1;0|0|1|0|0|0
GMDS;NM_001500;621806;22;22|0|0|0|0|0;2;2|0|0|0|0|0;0;0|0|0|0|0|0;2;0|0|0|2|0|0
GMEB1;NM_024482,NM_006582;46144;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
GMEB2;NM_012384;39427;0;0|0|0|0|0|0;0;0|0|0|0|0|0;1;0|0|0|1|0|0;1;0|0|0|1|0|0
GMFB;NM_004124;14536;1;0|0|0|1|0|0;3;0|0|0|3|0|0;1;0|0|0|1|0|0;6;0|0|0|6|0|0
GMNN;NM_015895;11115;10;10|0|0|0|0|0;5;4|0|1|0|0|0;8;6|0|1|1|0|0;3;1|0|1|1|0|0
GMPPB;NM_013334,NM_021971;2453;0;0|0|0|0|0|0;1;0|0|0|1|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
GMPS;NM_003875;67196;7;7|0|0|0|0|0;2;2|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
GNA11;NM_002067;27047;1;0|0|1|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
GNA12;NM_007353;116219;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
GNA13;NM_006572;47514;5;2|0|0|3|0|0;7;0|0|1|6|0|0;2;0|0|0|2|0|0;8;0|0|1|7|0|0
GNAI1;NM_002069;84586;4;2|0|1|1|0|0;0;0|0|0|0|0|0;3;2|0|1|0|0|0;3;0|0|1|2|0|0
GNAI2;NM_002070,NM_001166425;23140;0;0|0|0|0|0|0;1;0|0|0|1|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
GNAI3;NM_006496;47267;2;1|0|0|1|0|0;2;0|0|0|2|0|0;0;0|0|0|0|0|0;5;0|0|1|4|0|0
GNAL;NM_001142339,NM_002071,NM_182978;194009;2;2|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;1;0|0|0|1|0|0
GNAQ;NM_002072;311029;10;10|0|0|0|0|0;1;0|0|1|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
GNAS;NM_080425,NM_016592,NM_001077490,NM_001077489,NM_080426,NR_003259,NM_001077488,NM_000516;71456;5;4|0|0|0|0|1;6;5|0|0|0|0|1;2;1|0|0|0|0|1;2;1|0|0|0|0|1
GNAZ;NM_002073;54553;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;1;0|0|0|1|0|0
GNB1;NM_002074;105767;4;3|1|0|0|0|0;4;2|0|0|2|0|0;1;0|0|0|1|0|0;6;1|0|0|5|0|0
GNB1L;NM_053004;66529;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;1;0|0|0|1|0|0
GNB2;NM_005273;5430;0;0|0|0|0|0|0;0;0|0|0|0|0|0;1;0|0|0|1|0|0;1;0|0|0|1|0|0
GNB2L1;NM_006098;6979;1;0|1|0|0|0|0;1;0|0|1|0|0|0;0;0|0|0|0|0|0;3;1|1|1|0|0|0
GNB4;NM_021629;55496;1;0|0|0|1|0|0;2;0|0|0|2|0|0;0;0|0|0|0|0|0;8;0|0|0|8|0|0
GNE;NM_001190383,NM_001190388,NM_001128227,NM_001190384,NM_005476;62615;2;2|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
GNG12;NM_018841;132007;12;7|0|0|5|0|0;5;0|0|0|5|0|0;7;1|0|0|6|0|0;15;0|1|0|14|0|0
GNG4;NM_001098722,NM_001098721,NM_004485;103070;3;2|0|0|1|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;3;0|0|0|3|0|0
GNG5;NM_005274;8257;0;0|0|0|0|0|0;1;0|0|0|1|0|0;1;0|0|0|1|0|0;2;1|0|0|1|0|0
GNG7;NM_052847;191529;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
GNGT1;NM_021955;4666;1;0|0|0|1|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
GNL2;NM_013285;29174;4;3|0|0|1|0|0;1;1|0|0|0|0|0;1;0|0|0|1|0|0;1;0|0|1|0|0|0
GNL3;NM_206826,NM_014366,NM_206825;8575;3;1|0|2|0|0|0;2;1|0|1|0|0|0;2;1|0|1|0|0|0;2;0|0|2|0|0|0
GNL3L;NM_001184819,NM_019067;37077;2;0|0|0|2|0|0;0;0|0|0|0|0|0;1;0|0|0|1|0|0;3;0|0|0|3|0|0
GNPAT;NM_014236;36801;1;1|0|0|0|0|0;1;1|0|0|0|0|0;0;0|0|0|0|0|0;4;0|0|3|1|0|0
GNPDA1;NM_005471;12387;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;1;0|0|0|1|0|0
GNPDA2;NM_138335;24445;3;2|0|0|1|0|0;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
GNPNAT1;NM_198066;16476;1;0|0|0|1|0|0;1;0|0|0|1|0|0;0;0|0|0|0|0|0;4;0|0|0|4|0|0
GNPTAB;NM_024312;85371;3;2|0|1|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;1;0|0|0|1|0|0
GNPTG;NM_032520;11453;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;1;0|0|0|1|0|0
GNS;NM_002076;46005;1;1|0|0|0|0|0;1;0|0|1|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
GOLGA1;NM_002077;62814;2;1|0|0|1|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
GOLGA3;NM_005895,NM_001172557;59932;3;1|0|0|2|0|0;3;0|0|0|3|0|0;0;0|0|0|0|0|0;1;0|0|0|1|0|0
GOLGA4;NM_001172713,NM_002078;123689;7;7|0|0|0|0|0;3;2|0|0|1|0|0;1;1|0|0|0|0|0;2;1|0|0|1|0|0
GOLGA5;NM_005113;45655;1;1|0|0|0|0|0;0;0|0|0|0|0|0;1;0|0|0|1|0|0;0;0|0|0|0|0|0
GOLGA7;NM_001002296,NM_016099,NM_001174124;20419;2;0|0|0|2|0|0;0;0|0|0|0|0|0;2;0|0|0|2|0|0;4;1|0|0|3|0|0
GOLGA8B;NR_027410,NM_001023567;58288;0;0|0|0|0|0|0;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
GOLGB1;NM_004487;86555;4;4|0|0|0|0|0;4;0|0|4|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
GOLIM4;NM_014498;85764;4;4|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
GOLM1;NM_016548,NM_177937;74059;6;4|0|0|2|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;3;0|0|0|3|0|0
GOLPH3;NM_022130;49602;19;15|0|1|3|0|0;8;6|0|1|1|0|0;3;1|0|0|2|0|0;7;1|0|0|6|0|0
GOLPH3L;NM_018178;50972;0;0|0|0|0|0|0;4;0|0|0|4|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
GOLT1B;NM_016072;16639;4;1|0|0|3|0|0;3;1|0|0|2|0|0;2;0|0|1|1|0|0;4;0|0|1|3|0|0
GON4L;NM_001037533,NM_032292;107463;2;2|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
GOPC;NM_001017408,NM_020399;42273;2;1|0|0|1|0|0;7;1|0|0|6|0|0;3;0|0|0|3|0|0;6;0|0|0|6|0|0
GORAB;NM_152281,NR_027397,NM_001146039;21712;1;1|0|0|0|0|0;0;0|0|0|0|0|0;1;0|0|0|0|0|1;0;0|0|0|0|0|0
GORASP1;NM_031899;11040;0;0|0|0|0|0|0;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
GORASP2;NM_015530;37930;2;1|0|0|1|0|0;2;0|0|0|2|0|0;1;0|0|0|1|0|0;2;0|0|0|2|0|0
GOSR1;NM_004871,NM_001007024,NM_001007025;49407;3;3|0|0|0|0|0;5;1|0|0|4|0|0;4;4|0|0|0|0|0;3;2|0|0|1|0|0
GOSR2;NM_001012511,NM_054022,NM_004287;18248;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
GOT1;NM_002079;33904;1;0|0|0|1|0|0;0;0|0|0|0|0|0;1;0|0|0|1|0|0;2;0|0|0|2|0|0
GPATCH1;NM_018025;49533;2;2|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
GPATCH2;NM_018040;200576;10;10|0|0|0|0|0;3;3|0|0|0|0|0;2;2|0|0|0|0|0;2;1|0|1|0|0|0
GPATCH8;NM_001002909,NR_036474;108313;9;7|0|0|0|0|2;0;0|0|0|0|0|0;0;0|0|0|0|0|0;2;0|0|0|0|0|2
GPBP1;NM_022913,NM_001127236,NM_001127235;90732;28;21|2|2|3|0|0;6;2|1|2|1|0|0;4;1|1|1|1|0|0;5;0|2|1|2|0|0
GPBP1L1;NM_021639;59327;8;4|3|1|0|0|0;2;1|1|0|0|0|0;3;1|2|0|0|0|0;2;0|2|0|0|0|0
GPC3;NM_001164619,NM_004484,NM_001164618,NM_001164617;449898;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
GPC4;NM_001448;114142;2;2|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;3;0|1|0|2|0|0
GPC5;NM_004466;1468553;3;3|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
GPC6;NM_005708;1181196;30;30|0|0|0|0|0;3;1|0|0|2|0|0;4;4|0|0|0|0|0;2;0|1|0|1|0|0
GPCPD1;NM_019593;66593;4;3|0|0|1|0|0;2;0|0|2|0|0|0;0;0|0|0|0|0|0;1;0|0|0|1|0|0
GPD2;NM_000408,NM_001083112;150951;5;5|0|0|0|0|0;4;0|0|1|3|0|0;0;0|0|0|0|0|0;2;0|0|0|2|0|0
GPHN;NM_020806,NM_001024218;674401;38;38|0|0|0|0|0;17;17|0|0|0|0|0;4;4|0|0|0|0|0;0;0|0|0|0|0|0
GPI;NM_000175,NM_001184722;37674;2;1|0|1|0|0|0;0;0|0|0|0|0|0;1;1|0|0|0|0|0;1;0|0|0|1|0|0
GPM6A;NM_005277,NM_201592,NM_201591;369561;4;4|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
GPM6B;NM_001001995,NM_005278,NM_001001996,NM_001001994;167770;9;8|0|1|0|0|0;1;1|0|0|0|0|0;1;1|0|0|0|0|0;3;1|0|1|1|0|0
GPN2;NM_018066;10997;0;0|0|0|0|0|0;0;0|0|0|0|0|0;1;1|0|0|0|0|0;0;0|0|0|0|0|0
GPN3;NM_001164372,NM_016301,NM_001164373;16236;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;2;0|0|0|2|0|0
GPR107;NM_001136558,NM_001136557,NM_020960;86464;7;6|0|0|1|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;1;0|0|0|1|0|0
GPR108;NM_020171,NM_001080452;7709;1;0|0|0|0|0|1;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
GPR125;NM_145290;128674;4;3|0|1|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;2;0|0|1|1|0|0
GPR126;NM_020455,NM_001032394,NM_001032395,NM_198569;144348;2;1|0|0|1|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
GPR137;NM_001170726,NM_020155,NM_001170880,NM_001170881,NM_001177358;5162;1;0|0|1|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
GPR137B;NM_003272;66378;0;0|0|0|0|0|0;1;0|0|0|1|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
GPR137C;NM_001099652;84566;4;4|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
GPR158;NM_020752;426868;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
GPR160;NM_014373;47449;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
GPR180;NM_180989;27843;4;2|0|0|2|0|0;5;0|0|0|5|0|0;1;0|0|0|1|0|0;8;0|0|0|8|0|0
GPR63;NM_001143957,NM_030784;39466;2;1|0|1|0|0|0;2;2|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
GPR89A;NM_001097613,NM_001097612,NR_036541;62509;0;0|0|0|0|0|0;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
GPR98;NM_032119,NR_003149;605417;37;35|0|0|0|0|2;10;4|0|0|0|0|6;0;0|0|0|0|0|0;0;0|0|0|0|0|0
GPRC5C;NM_022036,NM_018653;15902;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
GPRIN3;NM_198281;63733;4;1|0|0|3|0|0;6;0|0|1|5|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
GPS1;NM_004127,NM_212492;5584;1;0|0|1|0|0|0;1;0|0|1|0|0|0;0;0|0|0|0|0|0;1;0|0|1|0|0|0
GPSM1;NM_001145639,NM_001145638,NM_015597;32126;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
GPSM2;NM_013296;53442;1;1|0|0|0|0|0;1;0|1|0|0|0|0;3;0|2|0|1|0|0;2;0|1|0|1|0|0
GPT2;NM_133443,NM_001142466;46894;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
GPX8;NM_001008397;7146;1;0|0|1|0|0|0;2;0|0|1|1|0|0;3;0|0|0|3|0|0;0;0|0|0|0|0|0
GRAMD1A;NM_020895,NM_001136199;26128;2;2|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
GRAMD3;NM_001146320,NM_023927,NM_001146321,NM_001146322,NM_001146319;134066;2;2|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
GRAMD4;NM_015124;53031;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;1;0|0|1|0|0|0
GRB10;NM_001001555,NM_005311,NM_001001550,NM_001001549;203400;13;13|0|0|0|0|0;2;1|0|0|1|0|0;1;1|0|0|0|0|0;0;0|0|0|0|0|0
GRB14;NM_004490;129038;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;1;0|0|0|1|0|0
GRB2;NM_002086,NM_203506;87634;3;1|0|0|2|0|0;1;0|0|0|1|0|0;2;0|0|0|2|0|0;4;0|0|0|4|0|0
GREB1;NM_014668,NM_033090,NM_148903;108671;0;0|0|0|0|0|0;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
GREB1L;NM_001142966;280589;7;7|0|0|0|0|0;2;2|0|0|0|0|0;1;1|0|0|0|0|0;0;0|0|0|0|0|0
GREM2;NM_022469;122590;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
GRHL1;NM_198182;50621;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
GRHPR;NM_012203;14280;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;1;0|0|0|1|0|0
GRID1;NM_017551;766939;6;6|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
GRINA;NM_000837,NM_001009184;3358;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;1;0|0|1|0|0|0
GRIP1;NM_001178074,NM_021150;331715;4;4|0|0|0|0|0;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
GRIPAP1;NM_020137,NM_207672;28542;1;1|0|0|0|0|0;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
GRK4;NM_001004057,NM_182982,NM_001004056;77132;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
GRLF1;NM_004491;86401;8;5|0|1|2|0|0;5;0|0|4|1|0|0;0;0|0|0|0|0|0;1;0|0|0|1|0|0
GRM8;NM_001127323,NM_000845,NR_028041;813777;2;2|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
GRPEL1;NM_025196;8021;1;0|0|0|1|0|0;1;0|0|0|1|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
GRPEL2;NM_152407;9170;8;0|0|1|7|0|0;10;0|0|0|10|0|0;10;0|0|0|10|0|0;13;0|0|0|13|0|0
GRSF1;NM_002092,NM_001098477;24129;3;0|0|0|3|0|0;4;0|0|0|4|0|0;2;0|0|0|2|0|0;5;0|0|1|4|0|0
